person_id;place_id;rating
0.0;483.0;4.4
0.0;603.0;4.3999999999999995
0.0;484.0;4.6000000000000005
0.0;560.0;4.8
0.0;492.0;3.6999999999999997
0.0;558.0;4.9
0.0;685.0;4.6
0.0;534.0;4.7
0.0;604.0;5.0
0.0;256.0;3.4
0.0;312.0;4.6
0.0;53.0;4.7
0.0;383.0;4.3
0.0;357.0;3.9
0.0;306.0;4.1000000000000005
0.0;413.0;4.6000000000000005
0.0;43.0;4.2
0.0;247.0;4.1
0.0;214.0;4.3
0.0;144.0;4.0
0.0;115.0;4.300000000000001
0.0;711.0;4.9
0.0;721.0;4.7
1.0;739.0;4.1000000000000005
1.0;721.0;4.6
1.0;716.0;4.0
1.0;758.0;4.0
1.0;727.0;4.6
1.0;741.0;3.4
1.0;759.0;4.199999999999999
1.0;36.0;4.7
1.0;576.0;4.7
1.0;307.0;4.3999999999999995
1.0;9.0;4.6
1.0;378.0;4.3
1.0;644.0;4.3
1.0;87.0;4.8999999999999995
1.0;156.0;3.8
1.0;69.0;4.4
1.0;495.0;4.1
2.0;3.0;4.0
2.0;100.0;4.300000000000001
2.0;81.0;4.5
2.0;290.0;3.7
2.0;29.0;4.1000000000000005
2.0;101.0;4.1
2.0;213.0;4.0
2.0;182.0;4.3999999999999995
2.0;719.0;4.4
2.0;387.0;4.2
2.0;643.0;4.5
2.0;362.0;4.2
2.0;687.0;4.4
2.0;339.0;4.3
2.0;385.0;4.6000000000000005
2.0;352.0;3.8999999999999995
2.0;706.0;4.8
2.0;470.0;4.3999999999999995
2.0;620.0;5.0
2.0;428.0;4.4
2.0;619.0;5.0
3.0;595.0;4.5
3.0;592.0;4.3
3.0;629.0;3.9999999999999996
3.0;685.0;4.7
3.0;487.0;4.1
3.0;456.0;4.3
3.0;557.0;3.9
3.0;678.0;4.3
3.0;684.0;4.9
3.0;164.0;4.1000000000000005
3.0;46.0;3.9999999999999996
3.0;738.0;4.1000000000000005
3.0;179.0;4.3999999999999995
3.0;284.0;4.8
3.0;300.0;4.300000000000001
3.0;700.0;4.3
3.0;69.0;4.5
3.0;320.0;4.4
3.0;221.0;3.8999999999999995
3.0;15.0;4.5
3.0;361.0;3.5
3.0;16.0;4.1
4.0;355.0;4.5
4.0;349.0;4.5
4.0;419.0;4.8
4.0;312.0;4.8
4.0;315.0;4.6000000000000005
4.0;411.0;4.3
4.0;300.0;4.300000000000001
4.0;318.0;4.2
4.0;680.0;4.7
4.0;444.0;4.3
4.0;455.0;4.9
4.0;666.0;3.9000000000000004
4.0;280.0;4.4
4.0;282.0;3.8999999999999995
4.0;158.0;4.2
4.0;168.0;3.6999999999999997
4.0;535.0;5.2
4.0;542.0;4.6
4.0;629.0;4.3
5.0;14.0;4.5
5.0;35.0;3.9
5.0;245.0;4.1
5.0;223.0;2.5999999999999996
5.0;90.0;4.2
5.0;2.0;4.3999999999999995
5.0;148.0;4.2
5.0;76.0;4.3
5.0;737.0;3.8
5.0;447.0;4.3
5.0;724.0;4.2
5.0;762.0;4.1
5.0;716.0;4.2
5.0;591.0;4.2
5.0;656.0;4.9
5.0;553.0;4.2
5.0;485.0;3.8
5.0;371.0;3.5
5.0;342.0;5.3
6.0;651.0;5.1
6.0;661.0;4.4
6.0;501.0;3.8999999999999995
6.0;669.0;4.6000000000000005
6.0;613.0;4.5
6.0;679.0;3.8
6.0;564.0;4.8
6.0;34.0;4.3
6.0;25.0;4.5
6.0;288.0;4.1
6.0;159.0;4.4
6.0;201.0;3.9000000000000004
6.0;74.0;4.2
6.0;741.0;3.4
6.0;148.0;4.6
6.0;408.0;5.1
6.0;67.0;4.3
7.0;205.0;4.3
7.0;108.0;3.6
7.0;262.0;3.8999999999999995
7.0;232.0;3.9999999999999996
7.0;241.0;4.2
7.0;23.0;4.1
7.0;219.0;3.9
7.0;70.0;4.4
7.0;533.0;3.7
7.0;531.0;4.6000000000000005
7.0;656.0;4.9
7.0;650.0;4.4
7.0;454.0;4.9
7.0;576.0;4.8
7.0;751.0;3.9999999999999996
7.0;659.0;4.7
7.0;565.0;5.1
7.0;348.0;4.2
7.0;731.0;4.199999999999999
7.0;474.0;4.8999999999999995
8.0;82.0;4.0
8.0;266.0;4.1000000000000005
8.0;151.0;3.9999999999999996
8.0;63.0;3.9999999999999996
8.0;163.0;4.3999999999999995
8.0;98.0;4.3
8.0;277.0;4.5
8.0;123.0;4.1
8.0;121.0;3.9
8.0;629.0;4.1
8.0;303.0;5.2
8.0;539.0;4.2
8.0;434.0;4.9
8.0;657.0;4.0
8.0;743.0;4.3
8.0;670.0;4.9
8.0;401.0;4.6
8.0;328.0;4.0
8.0;658.0;4.7
8.0;512.0;4.1000000000000005
8.0;402.0;4.0
8.0;756.0;4.0
8.0;643.0;4.2
9.0;165.0;3.6999999999999997
9.0;253.0;3.8
9.0;168.0;3.9
9.0;212.0;4.5
9.0;250.0;4.2
9.0;11.0;4.1
9.0;50.0;4.3
9.0;615.0;5.2
9.0;530.0;5.0
9.0;444.0;4.3999999999999995
9.0;482.0;3.8999999999999995
9.0;672.0;4.8
9.0;342.0;4.8
9.0;573.0;4.2
9.0;501.0;4.3999999999999995
9.0;680.0;5.1000000000000005
9.0;759.0;3.9999999999999996
9.0;677.0;4.3
10.0;25.0;4.2
10.0;76.0;4.4
10.0;226.0;4.0
10.0;210.0;4.3
10.0;75.0;3.0999999999999996
10.0;52.0;4.1000000000000005
10.0;45.0;3.9
10.0;1.0;4.3
10.0;89.0;4.1
10.0;552.0;4.0
10.0;455.0;4.8
10.0;532.0;4.2
10.0;310.0;4.8
10.0;513.0;3.6
10.0;523.0;3.8999999999999995
10.0;613.0;4.3
10.0;456.0;4.3
10.0;361.0;3.1999999999999997
10.0;602.0;4.5
10.0;337.0;4.9
10.0;654.0;4.1000000000000005
10.0;667.0;4.3999999999999995
11.0;142.0;4.4
11.0;181.0;3.9999999999999996
11.0;218.0;4.0
11.0;275.0;4.3999999999999995
11.0;89.0;4.0
11.0;273.0;4.699999999999999
11.0;27.0;4.3
11.0;581.0;4.3
11.0;398.0;4.3
11.0;616.0;5.1
11.0;368.0;4.1
11.0;752.0;4.8
11.0;689.0;4.800000000000001
11.0;345.0;3.8
11.0;564.0;5.0
11.0;560.0;4.7
11.0;462.0;4.8
11.0;380.0;4.5
12.0;31.0;4.3
12.0;115.0;4.4
12.0;210.0;4.199999999999999
12.0;183.0;4.5
12.0;295.0;3.8999999999999995
12.0;285.0;4.0
12.0;78.0;3.9999999999999996
12.0;34.0;4.1000000000000005
12.0;515.0;5.2
12.0;650.0;4.1000000000000005
12.0;529.0;4.3999999999999995
12.0;734.0;3.8
12.0;572.0;4.9
12.0;749.0;4.1000000000000005
12.0;349.0;4.2
12.0;663.0;4.5
12.0;510.0;4.699999999999999
12.0;352.0;4.199999999999999
12.0;496.0;4.1000000000000005
12.0;338.0;3.8
12.0;339.0;4.3
13.0;405.0;4.6000000000000005
13.0;320.0;4.3
13.0;373.0;3.9
13.0;304.0;3.9
13.0;356.0;4.3999999999999995
13.0;300.0;4.6000000000000005
13.0;371.0;3.6
13.0;307.0;4.3999999999999995
13.0;436.0;4.3
13.0;634.0;4.5
13.0;187.0;4.2
13.0;616.0;4.8
13.0;268.0;3.1
13.0;716.0;3.9
13.0;331.0;3.7
13.0;593.0;4.6000000000000005
13.0;262.0;3.9999999999999996
13.0;288.0;4.1
13.0;129.0;3.5
14.0;100.0;4.300000000000001
14.0;236.0;4.3
14.0;148.0;4.5
14.0;200.0;4.9
14.0;230.0;3.9999999999999996
14.0;38.0;4.300000000000001
14.0;265.0;4.3
14.0;153.0;2.9
14.0;571.0;3.1
14.0;751.0;3.8999999999999995
14.0;546.0;4.8
14.0;320.0;4.2
14.0;747.0;4.3
14.0;556.0;4.6
14.0;435.0;3.9999999999999996
14.0;551.0;4.800000000000001
14.0;464.0;4.300000000000001
14.0;506.0;4.2
14.0;585.0;4.1000000000000005
14.0;397.0;4.5
15.0;731.0;3.8999999999999995
15.0;326.0;3.9999999999999996
15.0;717.0;4.0
15.0;332.0;4.1
15.0;721.0;4.6
15.0;330.0;4.0
15.0;329.0;4.1000000000000005
15.0;235.0;4.6
15.0;478.0;3.4
15.0;629.0;3.8999999999999995
15.0;125.0;4.3999999999999995
15.0;246.0;3.5999999999999996
15.0;387.0;4.1000000000000005
15.0;315.0;4.5
15.0;312.0;4.6
15.0;46.0;4.1
15.0;429.0;4.2
16.0;421.0;4.8
16.0;377.0;4.1
16.0;359.0;4.5
16.0;363.0;4.199999999999999
16.0;318.0;4.300000000000001
16.0;409.0;4.8
16.0;372.0;3.5
16.0;364.0;4.3
16.0;408.0;4.8
16.0;324.0;4.5
16.0;729.0;4.0
16.0;597.0;4.9
16.0;686.0;4.9
16.0;178.0;3.9
16.0;204.0;4.3
16.0;719.0;4.7
16.0;264.0;4.2
16.0;177.0;4.3
16.0;727.0;4.7
16.0;337.0;4.8
16.0;512.0;4.1000000000000005
16.0;192.0;4.3
17.0;596.0;4.9
17.0;555.0;4.8
17.0;615.0;4.9
17.0;621.0;4.7
17.0;496.0;4.4
17.0;550.0;4.4
17.0;458.0;4.5
17.0;667.0;4.3999999999999995
17.0;530.0;4.8999999999999995
17.0;354.0;4.1
17.0;724.0;4.2
17.0;386.0;4.1
17.0;61.0;4.1
17.0;274.0;3.3
17.0;290.0;3.9000000000000004
17.0;129.0;3.7
17.0;418.0;4.2
17.0;222.0;4.4
17.0;125.0;4.3
17.0;241.0;4.0
17.0;353.0;4.9
17.0;286.0;4.3
18.0;671.0;4.6
18.0;454.0;5.2
18.0;574.0;4.1000000000000005
18.0;628.0;4.4
18.0;591.0;4.2
18.0;532.0;4.2
18.0;609.0;4.2
18.0;561.0;4.1
18.0;332.0;4.2
18.0;361.0;3.5
18.0;118.0;4.1
18.0;745.0;4.300000000000001
18.0;38.0;4.7
18.0;359.0;4.1000000000000005
18.0;55.0;4.1
18.0;268.0;3.2
18.0;357.0;3.8
18.0;69.0;4.2
18.0;52.0;4.1000000000000005
18.0;155.0;4.0
18.0;363.0;4.199999999999999
19.0;321.0;4.5
19.0;334.0;1.8
19.0;742.0;4.1
19.0;743.0;4.1
19.0;735.0;3.9999999999999996
19.0;737.0;4.2
19.0;322.0;4.1
19.0;754.0;4.5
19.0;325.0;4.300000000000001
19.0;700.0;4.3
19.0;618.0;3.7
19.0;138.0;4.3
19.0;706.0;4.9
19.0;256.0;3.7
19.0;477.0;5.2
19.0;45.0;4.0
19.0;320.0;4.2
19.0;389.0;3.1
19.0;181.0;4.199999999999999
19.0;101.0;4.0
19.0;55.0;4.2
19.0;163.0;4.6
20.0;562.0;4.4
20.0;450.0;5.0
20.0;585.0;4.300000000000001
20.0;462.0;5.1
20.0;530.0;4.7
20.0;642.0;4.3
20.0;676.0;4.3
20.0;629.0;4.1
20.0;589.0;4.0
20.0;81.0;4.4
20.0;154.0;4.5
20.0;63.0;4.1
20.0;3.0;4.4
20.0;193.0;3.6
20.0;135.0;1.9
20.0;164.0;4.4
20.0;165.0;3.8
20.0;372.0;3.2
20.0;235.0;4.7
20.0;274.0;3.6999999999999997
20.0;337.0;5.1
20.0;761.0;4.3
21.0;366.0;4.2
21.0;365.0;4.2
21.0;424.0;3.8
21.0;417.0;4.199999999999999
21.0;308.0;4.3999999999999995
21.0;318.0;4.2
21.0;310.0;4.7
21.0;356.0;4.2
21.0;313.0;4.3999999999999995
21.0;279.0;4.5
21.0;107.0;4.2
21.0;569.0;5.3
21.0;720.0;4.1000000000000005
21.0;10.0;4.3
21.0;727.0;4.6
21.0;760.0;4.4
21.0;272.0;4.4
21.0;323.0;4.3
21.0;2.0;4.3999999999999995
21.0;56.0;4.3999999999999995
21.0;167.0;4.6
21.0;229.0;4.3
22.0;170.0;4.8999999999999995
22.0;8.0;4.5
22.0;148.0;4.3999999999999995
22.0;188.0;4.1
22.0;35.0;3.9
22.0;127.0;3.9
22.0;220.0;3.5
22.0;53.0;4.5
22.0;547.0;4.1000000000000005
22.0;438.0;4.2
22.0;299.0;4.8999999999999995
22.0;621.0;4.800000000000001
22.0;623.0;5.0
22.0;437.0;4.3
22.0;508.0;5.0
22.0;714.0;4.300000000000001
22.0;706.0;5.0
22.0;725.0;4.0
22.0;382.0;4.2
22.0;319.0;4.3999999999999995
22.0;536.0;4.3
23.0;183.0;4.8
23.0;66.0;4.6
23.0;238.0;3.9
23.0;161.0;4.3
23.0;87.0;4.8999999999999995
23.0;193.0;3.8
23.0;246.0;3.9
23.0;304.0;3.5
23.0;670.0;5.1
23.0;417.0;4.1
23.0;469.0;3.9000000000000004
23.0;403.0;4.6000000000000005
23.0;479.0;4.6000000000000005
23.0;519.0;4.3
23.0;613.0;4.3
23.0;611.0;4.4
23.0;597.0;4.8
23.0;652.0;4.2
24.0;360.0;2.8000000000000003
24.0;418.0;3.8
24.0;369.0;4.1
24.0;410.0;5.1
24.0;303.0;4.800000000000001
24.0;421.0;4.8
24.0;415.0;4.1000000000000005
24.0;357.0;3.9
24.0;722.0;3.7
24.0;128.0;4.1
24.0;662.0;4.1
24.0;550.0;4.7
24.0;143.0;3.1999999999999997
24.0;87.0;4.5
24.0;195.0;4.300000000000001
24.0;98.0;4.3
24.0;157.0;4.2
24.0;693.0;4.300000000000001
24.0;255.0;3.9000000000000004
25.0;693.0;4.5
25.0;710.0;4.8999999999999995
25.0;701.0;4.3
25.0;698.0;3.9999999999999996
25.0;705.0;4.9
